,location,size,total_sqft,bath,price,bhk,price_per_sqft
2038,Electronic City,4 BHK,2093.0,4,104.0,4,4968.944099
2039,Electronic City,2 BHK,1025.0,2,53.9,2,5258.536585
2040,Electronic City,2 BHK,940.0,2,54.0,2,5744.680851
2041,Electronic City,1 BHK,435.0,1,21.0,1,4827.586207
2042,Electronic City,3 BHK,1500.0,2,77.5,3,5166.666667
2043,Electronic City,3 BHK,1631.0,3,80.0,3,4904.966278
2044,Electronic City,2 BHK,1355.0,2,67.0,2,4944.649446
2047,Electronic City,1 BHK,435.0,1,22.0,1,5057.471264
2049,Electronic City,2 BHK,1039.0,2,50.0,2,4812.319538
2050,Electronic City,2 BHK,770.0,1,39.9,2,5181.818182
2052,Electronic City,2 BHK,1128.0,2,64.0,2,5673.758865
2053,Electronic City,1 BHK,605.0,1,13.31,1,2200.0
2055,Electronic City,1 BHK,530.0,1,13.5,1,2547.169811
2056,Electronic City,2 BHK,1070.0,2,53.0,2,4953.271028
2059,Electronic City,3 BHK,1571.0,3,83.0,3,5283.259071
2061,Electronic City,3 BHK,1350.0,3,66.0,3,4888.888889
2062,Electronic City,3 BHK,1652.0,3,110.0,3,6658.595642
2066,Electronic City,2 BHK,1128.0,2,65.58,2,5813.829787
2067,Electronic City,1 BHK,635.0,1,28.0,1,4409.448819
2068,Electronic City,2 BHK,1128.0,2,65.4,2,5797.87234
2071,Electronic City,2 BHK,1355.0,2,72.9,2,5380.073801
2075,Electronic City,2 BHK,770.0,1,35.0,2,4545.454545
2077,Electronic City,2 BHK,865.0,2,40.0,2,4624.277457
2080,Electronic City,2 BHK,1108.0,2,63.0,2,5685.920578
2081,Electronic City,1 BHK,630.0,1,40.5,1,6428.571429
2084,Electronic City,1 BHK,605.0,1,22.0,1,3636.363636
2086,Electronic City,2 BHK,1070.0,2,48.0,2,4485.981308
2088,Electronic City,3 BHK,1360.0,2,70.0,3,5147.058824
2089,Electronic City,1 BHK,635.0,1,28.0,1,4409.448819
2090,Electronic City,2 BHK,1128.0,2,65.45,2,5802.304965
2091,Electronic City,2 BHK,890.0,2,40.0,2,4494.382022
2096,Electronic City,3 BHK,1360.0,2,58.0,3,4264.705882
2099,Electronic City,1 BHK,630.0,1,33.7,1,5349.206349
2103,Electronic City,3 Bedroom,1400.0,3,90.0,3,6428.571429
2104,Electronic City,3 BHK,1287.0,3,55.0,3,4273.504274
2105,Electronic City,2 BHK,1258.0,2,85.5,2,6796.502385
2106,Electronic City,2 BHK,1386.0,2,85.0,2,6132.756133
2107,Electronic City,1 RK,550.0,1,27.0,1,4909.090909
2108,Electronic City,2 BHK,1025.0,2,50.0,2,4878.04878
2110,Electronic City,2 BHK,1070.0,2,55.0,2,5140.186916
2111,Electronic City,2 BHK,1342.0,2,72.0,2,5365.126677
2112,Electronic City,3 BHK,1275.0,3,70.0,3,5490.196078
2113,Electronic City,2 BHK,770.0,1,38.0,2,4935.064935
2118,Electronic City,3 BHK,1644.0,3,92.59,3,5631.995134
2119,Electronic City,2 BHK,1250.0,2,62.0,2,4960.0
2122,Electronic City,1 BHK,418.0,1,12.0,1,2870.813397
2123,Electronic City,2 BHK,1128.0,2,64.8,2,5744.680851
2126,Electronic City,2 BHK,1060.0,2,55.0,2,5188.679245
2127,Electronic City,1 BHK,710.0,1,40.42,1,5692.957746
2130,Electronic City,3 BHK,1275.0,3,63.43,3,4974.901961
2131,Electronic City,3 BHK,1518.0,3,75.0,3,4940.711462
2132,Electronic City,1 BHK,1090.0,2,31.48,1,2888.073394
2135,Electronic City,2 BHK,1060.0,2,55.0,2,5188.679245
2137,Electronic City,2 BHK,1353.0,2,75.0,2,5543.237251
2139,Electronic City,2 BHK,1128.0,2,67.0,2,5939.716312
2140,Electronic City,2 BHK,1070.0,2,57.0,2,5327.102804
2141,Electronic City,3 BHK,1700.0,3,90.0,3,5294.117647
2143,Electronic City,1 BHK,750.0,1,35.0,1,4666.666667
2144,Electronic City,2 BHK,1210.0,2,55.0,2,4545.454545
2145,Electronic City,2 BHK,1070.0,2,60.0,2,5607.476636
2150,Electronic City,3 BHK,1615.0,3,97.0,3,6006.19195
2152,Electronic City,2 BHK,1221.0,2,68.0,2,5569.205569
2154,Electronic City,3 Bedroom,1500.0,3,73.0,3,4866.666667
2155,Electronic City,2 BHK,995.0,2,48.0,2,4824.120603
2156,Electronic City,2 BHK,1342.0,2,90.0,2,6706.408346
2158,Electronic City,2 BHK,1128.0,2,63.5,2,5629.432624
2159,Electronic City,1 BHK,589.0,1,29.0,1,4923.599321
2162,Electronic City,3 BHK,1575.0,3,94.5,3,6000.0
2163,Electronic City,2 BHK,1070.0,2,48.0,2,4485.981308
2164,Electronic City,2 BHK,1025.0,2,54.0,2,5268.292683
2165,Electronic City,3 BHK,1500.0,2,70.0,3,4666.666667
2166,Electronic City,3 BHK,1500.0,2,64.5,3,4300.0
2168,Electronic City,4 BHK,2093.0,4,134.0,4,6402.293359
2170,Electronic City,2 BHK,1355.0,2,73.0,2,5387.453875
2171,Electronic City,3 BHK,1360.0,2,64.99,3,4778.676471
2172,Electronic City,2 BHK,1060.0,2,52.0,2,4905.660377
2173,Electronic City Phase II,2 BHK,1056.0,2,39.07,2,3699.810606
2174,Electronic City Phase II,2 BHK,1020.0,2,30.6,2,3000.0
2175,Electronic City Phase II,2 BHK,1069.0,2,45.0,2,4209.541628
2176,Electronic City Phase II,1 BHK,630.0,1,28.35,1,4500.0
2178,Electronic City Phase II,2 BHK,1000.0,2,25.0,2,2500.0
2179,Electronic City Phase II,2 BHK,1090.0,2,28.34,2,2600.0
2180,Electronic City Phase II,4 BHK,2225.0,4,98.88,4,4444.044944
2182,Electronic City Phase II,2 BHK,775.0,2,38.0,2,4903.225806
2183,Electronic City Phase II,2 BHK,1266.0,2,59.0,2,4660.347551
2184,Electronic City Phase II,2 BHK,1000.0,2,28.88,2,2888.0
2187,Electronic City Phase II,2 BHK,972.0,2,44.0,2,4526.748971
2189,Electronic City Phase II,2 BHK,1031.0,2,55.0,2,5334.626576
2190,Electronic City Phase II,2 BHK,1003.0,2,40.6,2,4047.856431
2191,Electronic City Phase II,2 BHK,1031.0,2,56.35,2,5465.56741
2193,Electronic City Phase II,3 BHK,1395.0,2,62.78,3,4500.358423
2194,Electronic City Phase II,2 BHK,1160.0,2,33.5,2,2887.931034
2195,Electronic City Phase II,2 BHK,1065.0,2,30.75,2,2887.323944
2196,Electronic City Phase II,2 BHK,1219.0,2,61.25,2,5024.610336
2198,Electronic City Phase II,2 BHK,1000.0,2,28.88,2,2888.0
2199,Electronic City Phase II,3 BHK,1790.0,3,100.0,3,5586.592179
2200,Electronic City Phase II,2 BHK,769.0,2,40.0,2,5201.560468
2202,Electronic City Phase II,2 BHK,900.0,2,32.5,2,3611.111111
2205,Electronic City Phase II,3 BHK,993.0,2,50.0,3,5035.246727
2206,Electronic City Phase II,3 BHK,1418.0,3,52.47,3,3700.282087
2207,Electronic City Phase II,2 BHK,1070.0,2,45.0,2,4205.607477
2210,Electronic City Phase II,2 BHK,1140.0,2,33.06,2,2900.0
2211,Electronic City Phase II,2 BHK,1089.0,2,32.67,2,3000.0
2212,Electronic City Phase II,2 BHK,1031.0,2,55.0,2,5334.626576
2213,Electronic City Phase II,2 BHK,1253.0,2,65.8,2,5251.396648
2215,Electronic City Phase II,2 BHK,1160.0,2,33.5,2,2887.931034
2216,Electronic City Phase II,3 BHK,975.0,2,45.0,3,4615.384615
2217,Electronic City Phase II,4 Bedroom,6000.0,4,260.0,4,4333.333333
2218,Electronic City Phase II,2 BHK,1116.0,2,37.0,2,3315.412186
2219,Electronic City Phase II,2 BHK,1125.0,2,29.25,2,2600.0
2220,Electronic City Phase II,2 BHK,1000.0,2,28.88,2,2888.0
2221,Electronic City Phase II,2 BHK,1000.0,2,28.88,2,2888.0
2222,Electronic City Phase II,2 BHK,1000.0,2,28.88,2,2888.0
2223,Electronic City Phase II,2 BHK,1165.0,2,30.29,2,2600.0
2224,Electronic City Phase II,2 BHK,1031.0,2,53.0,2,5140.640155
2226,Electronic City Phase II,2 BHK,1065.0,2,30.88,2,2899.530516
2228,Electronic City Phase II,3 BHK,1549.0,3,80.0,3,5164.622337
2229,Electronic City Phase II,2 BHK,1065.0,2,56.13,2,5270.422535
2231,Electronic City Phase II,2 BHK,920.0,2,26.0,2,2826.086957
2232,Electronic City Phase II,2 BHK,1140.0,2,33.84,2,2968.421053
2233,Electronic City Phase II,2 BHK,1219.0,2,61.26,2,5025.430681
2234,Electronic City Phase II,3 BHK,1252.0,2,65.0,3,5191.693291
2235,Electronic City Phase II,2 BHK,1125.0,2,32.49,2,2888.0
2237,Electronic City Phase II,2 BHK,1286.0,2,69.0,2,5365.474339
2239,Electronic City Phase II,2 BHK,1140.0,2,32.92,2,2887.719298
2240,Electronic City Phase II,2 BHK,1116.0,2,40.0,2,3584.229391
2241,Electronic City Phase II,3 BHK,1150.0,3,46.0,3,4000.0
2242,Electronic City Phase II,3 BHK,1192.0,2,47.0,3,3942.95302
2244,Electronic City Phase II,2 BHK,1020.0,2,32.0,2,3137.254902
2245,Electronic City Phase II,4 Bedroom,1900.0,3,97.0,4,5105.263158
2246,Electronic City Phase II,2 BHK,1020.0,2,27.43,2,2689.215686
2247,Electronic City Phase II,2 BHK,1025.0,2,26.65,2,2600.0
2248,Electronic City Phase II,2 BHK,1020.0,2,29.45,2,2887.254902
2249,Electronic City Phase II,2 BHK,1000.0,2,28.88,2,2888.0
2251,Electronic City Phase II,2 BHK,1140.0,2,28.5,2,2500.0
2252,Electronic City Phase II,2 BHK,1125.0,2,32.49,2,2888.0
2253,Electronic City Phase II,2 BHK,1200.0,2,34.65,2,2887.5
2254,Electronic City Phase II,2 BHK,1160.0,2,52.2,2,4500.0
2255,Electronic City Phase II,2 BHK,1244.0,2,55.0,2,4421.221865
2256,Electronic City Phase II,2 BHK,1160.0,2,33.51,2,2888.793103
2259,Electronic City Phase II,2 BHK,972.0,2,40.0,2,4115.226337
2260,Electronic City Phase II,2 BHK,1160.0,2,33.51,2,2888.793103
2262,Electronic City Phase II,2 BHK,1090.0,2,31.48,2,2888.073394
2263,Electronic City Phase II,2 BHK,1140.0,2,32.92,2,2887.719298
2264,Electronic City Phase II,1 BHK,650.0,1,35.0,1,5384.615385
2265,Electronic City Phase II,2 BHK,1155.0,2,57.0,2,4935.064935
2266,Electronic City Phase II,3 BHK,1800.0,3,92.0,3,5111.111111
2267,Electronic City Phase II,2 BHK,1300.0,2,28.0,2,2153.846154
2268,Electronic City Phase II,2 BHK,1160.0,2,33.5,2,2887.931034
2269,Electronic City Phase II,2 BHK,1025.0,2,29.6,2,2887.804878
2270,Electronic City Phase II,2 BHK,829.0,2,22.8,2,2750.301568
2271,Electronic City Phase II,4 BHK,2187.5,4,105.0,4,4800.0
2272,Electronic City Phase II,2 BHK,1252.0,2,67.0,2,5351.4377
2274,Electronic City Phase II,2 BHK,1125.0,2,32.63,2,2900.444444
2275,Electronic City Phase II,2 BHK,1140.0,2,34.0,2,2982.45614
2278,Electronic City Phase II,3 BHK,1252.0,2,65.0,3,5191.693291
2279,Electronic City Phase II,2 BHK,1135.0,2,46.0,2,4052.863436
2280,Electronic City Phase II,3 BHK,1305.0,3,65.0,3,4980.842912
2281,Electronic City Phase II,2 BHK,1165.0,2,33.64,2,2887.553648
2283,Electronic City Phase II,3 BHK,1336.0,2,50.35,3,3768.712575
2284,Electronic City Phase II,1 BHK,575.0,1,16.75,1,2913.043478
2285,Electronic City Phase II,3 BHK,925.0,2,49.82,3,5385.945946
2286,Electronic City Phase II,2 BHK,1065.0,2,30.76,2,2888.262911
2287,Electronic City Phase II,2 BHK,1065.0,2,30.75,2,2887.323944
2288,Electronic City Phase II,2 BHK,1140.0,2,33.06,2,2900.0
2289,Electronic City Phase II,2 BHK,911.0,2,26.5,2,2908.891328
2290,Electronic City Phase II,2 BHK,1200.0,2,34.65,2,2887.5
2291,Electronic City Phase II,2 BHK,1031.0,2,54.48,2,5284.190107
2295,Electronics City Phase 1,3 BHK,1475.0,3,78.29,3,5307.79661
2296,Electronics City Phase 1,3 BHK,1490.0,3,78.8,3,5288.590604
2297,Electronics City Phase 1,2 BHK,1113.27,2,53.0,2,4760.749863
2298,Electronics City Phase 1,3 BHK,1490.0,3,84.0,3,5637.583893
2305,Electronics City Phase 1,2 BHK,1015.0,2,56.0,2,5517.241379
2307,Electronics City Phase 1,3 BHK,1515.0,2,80.91,3,5340.594059
2308,Electronics City Phase 1,2 BHK,995.0,2,46.0,2,4623.115578
2309,Electronics City Phase 1,3 BHK,1555.0,2,82.0,3,5273.311897
2310,Electronics City Phase 1,2 BHK,1340.0,2,75.0,2,5597.014925
2311,Electronics City Phase 1,3 BHK,1124.0,2,55.0,3,4893.238434
2312,Electronics City Phase 1,2 BHK,1175.0,2,57.0,2,4851.06383
2313,Electronics City Phase 1,1 BHK,755.0,1,42.41,1,5617.218543
2314,Electronics City Phase 1,1 BHK,580.0,1,27.0,1,4655.172414
2315,Electronics City Phase 1,2 BHK,940.0,2,49.0,2,5212.765957
2316,Electronics City Phase 1,2 BHK,1335.0,2,67.0,2,5018.726592
2317,Electronics City Phase 1,2 BHK,1113.12,2,55.0,2,4941.066552
2319,Electronics City Phase 1,3 BHK,1350.0,3,71.0,3,5259.259259
2321,Electronics City Phase 1,2 BHK,995.0,2,49.8,2,5005.025126
2322,Electronics City Phase 1,1 BHK,635.0,1,26.0,1,4094.488189
2323,Electronics City Phase 1,2 BHK,1190.0,2,68.0,2,5714.285714
2325,Electronics City Phase 1,3 BHK,1450.0,3,72.54,3,5002.758621
2326,Electronics City Phase 1,1 RK,360.0,1,16.9,1,4694.444444
2327,Electronics City Phase 1,1 BHK,638.0,1,32.0,1,5015.673981
2328,Electronics City Phase 1,2 BHK,1175.0,2,64.98,2,5530.212766
2329,Electronics City Phase 1,1 BHK,585.0,1,21.0,1,3589.74359
2330,Electronics City Phase 1,2 BHK,1200.0,2,59.76,2,4980.0
2331,Electronics City Phase 1,2 BHK,1145.0,2,54.0,2,4716.157205
2332,Electronics City Phase 1,2 BHK,1125.0,2,65.0,2,5777.777778
2333,Electronics City Phase 1,3 BHK,1550.0,2,82.0,3,5290.322581
2335,Electronics City Phase 1,2 BHK,865.0,2,40.0,2,4624.277457
2339,Electronics City Phase 1,3 BHK,1800.0,3,93.0,3,5166.666667
2340,Electronics City Phase 1,2 BHK,1314.0,2,60.0,2,4566.210046
2341,Electronics City Phase 1,2 BHK,1170.0,2,62.0,2,5299.145299
2342,Electronics City Phase 1,3 BHK,1450.0,3,79.0,3,5448.275862
2343,Electronics City Phase 1,2 BHK,940.0,2,48.0,2,5106.382979
2344,Electronics City Phase 1,2 BHK,940.0,2,44.0,2,4680.851064
2345,Electronics City Phase 1,2 BHK,1300.0,2,67.0,2,5153.846154
2346,Electronics City Phase 1,2 BHK,1028.0,2,51.0,2,4961.089494
2348,Electronics City Phase 1,2 BHK,1205.0,2,60.0,2,4979.253112
2350,Electronics City Phase 1,2 BHK,1305.0,2,67.0,2,5134.099617
2351,Electronics City Phase 1,1 BHK,755.0,1,30.12,1,3989.403974
2352,Electronics City Phase 1,2 BHK,1175.0,2,60.0,2,5106.382979
2353,Frazer Town,3 BHK,1700.0,3,180.0,3,10588.23529
2354,Frazer Town,3 BHK,1305.0,3,95.45,3,7314.176245
2355,Frazer Town,3 BHK,1870.0,3,185.0,3,9893.048128
2356,Frazer Town,3 BHK,1750.0,3,150.0,3,8571.428571
2358,Frazer Town,3 BHK,2000.0,3,200.0,3,10000.0
2359,Frazer Town,3 BHK,3500.0,4,330.0,3,9428.571429
2360,Frazer Town,3 BHK,2350.0,4,285.0,3,12127.65957
2361,Frazer Town,2 BHK,1550.0,2,140.0,2,9032.258065
2362,Frazer Town,3 BHK,1900.0,4,145.0,3,7631.578947
2363,Frazer Town,3 BHK,2560.0,3,265.0,3,10351.5625
2364,Frazer Town,3 BHK,2400.0,3,260.0,3,10833.33333
2365,Frazer Town,3 BHK,2560.0,3,288.0,3,11250.0
2366,Frazer Town,4 BHK,3436.0,5,341.0,4,9924.330617
2368,Frazer Town,2 BHK,1315.0,2,140.0,2,10646.38783
2369,Frazer Town,3 BHK,1706.0,3,154.0,3,9026.963658
2370,Frazer Town,3 BHK,2079.0,3,220.0,3,10582.01058
2371,Frazer Town,4 BHK,3435.0,2,341.0,4,9927.219796
2372,Frazer Town,4 BHK,3436.0,5,345.0,4,10040.74505
2373,Frazer Town,3 BHK,3100.0,3,400.0,3,12903.22581
2374,Frazer Town,3 BHK,5400.0,3,400.0,3,7407.407407
2375,Frazer Town,2 BHK,1180.0,2,105.0,2,8898.305085
2376,Frazer Town,4 BHK,2900.0,4,325.0,4,11206.89655
2377,Frazer Town,3 BHK,1870.0,3,180.0,3,9625.668449
2378,Frazer Town,1 Bedroom,896.0,1,100.0,1,11160.71429
2379,Frazer Town,2 BHK,1420.0,2,120.0,2,8450.704225
2380,GM Palaya,3 BHK,1820.0,2,86.0,3,4725.274725
2381,GM Palaya,2 BHK,1225.0,2,47.0,2,3836.734694
2382,GM Palaya,2 BHK,1140.0,2,48.95,2,4293.859649
2383,GM Palaya,3 BHK,1315.0,2,65.0,3,4942.965779
2384,GM Palaya,3 BHK,1315.0,3,65.0,3,4942.965779
2385,GM Palaya,3 BHK,1315.0,3,64.0,3,4866.920152
2386,GM Palaya,3 BHK,1735.0,3,70.0,3,4034.582133
2387,GM Palaya,3 BHK,1643.0,2,70.0,3,4260.499087
2388,Garudachar Palya,3 BHK,1325.0,2,60.8,3,4588.679245
2389,Garudachar Palya,2 BHK,1060.0,2,48.7,2,4594.339623
2390,Garudachar Palya,2 BHK,1150.0,2,52.75,2,4586.956522
2391,Garudachar Palya,3 BHK,1295.0,2,59.5,3,4594.594595
2392,Garudachar Palya,3 BHK,1320.0,2,60.6,3,4590.909091
2393,Garudachar Palya,3 BHK,1295.0,2,59.5,3,4594.594595
2394,Garudachar Palya,2 BHK,1150.0,2,52.8,2,4591.304348
2395,Garudachar Palya,2 BHK,1150.0,2,52.8,2,4591.304348
2396,Garudachar Palya,2 BHK,1060.0,2,48.5,2,4575.471698
2397,Garudachar Palya,2 BHK,1150.0,2,52.5,2,4565.217391
2398,Garudachar Palya,3 BHK,1325.0,2,60.8,3,4588.679245
2399,Garudachar Palya,2 BHK,1060.0,2,48.66,2,4590.566038
2400,Garudachar Palya,2 BHK,1150.0,2,52.0,2,4521.73913
2401,Garudachar Palya,2 BHK,1154.0,2,51.8,2,4488.734835
2403,Giri Nagar,4 Bedroom,2400.0,4,400.0,4,16666.66667
2404,Giri Nagar,3 Bedroom,1800.0,3,252.0,3,14000.0
2405,Giri Nagar,3 Bedroom,1350.0,3,240.0,3,17777.77778
2406,Giri Nagar,4 Bedroom,2400.0,4,400.0,4,16666.66667
2407,Giri Nagar,6 Bedroom,3000.0,4,375.0,6,12500.0
2408,Giri Nagar,6 Bedroom,2400.0,6,400.0,6,16666.66667
2409,Giri Nagar,4 Bedroom,4000.0,3,750.0,4,18750.0
2410,Gollarapalya Hosahalli,2 BHK,861.0,2,34.5,2,4006.968641
2411,Gollarapalya Hosahalli,3 BHK,1408.0,3,62.0,3,4403.409091
2412,Gollarapalya Hosahalli,2 BHK,861.0,2,34.5,2,4006.968641
2413,Gollarapalya Hosahalli,3 BHK,1318.0,3,54.0,3,4097.116844
2414,Gollarapalya Hosahalli,2 BHK,861.0,2,36.5,2,4239.256678
2415,Gollarapalya Hosahalli,3 BHK,1320.0,3,60.0,3,4545.454545
2416,Gollarapalya Hosahalli,3 BHK,1345.0,3,60.0,3,4460.966543
2417,Gollarapalya Hosahalli,4 BHK,1905.0,3,86.0,4,4514.435696
2418,Gollarapalya Hosahalli,3 BHK,1318.0,3,56.0,3,4248.861912
2419,Gollarapalya Hosahalli,2 BHK,1129.0,2,50.0,2,4428.697963
2420,Gottigere,2 BHK,1100.0,2,40.0,2,3636.363636
2421,Gottigere,2 BHK,967.0,2,45.0,2,4653.567735
2422,Gottigere,3 BHK,1618.0,3,82.5,3,5098.887515
2423,Gottigere,2 BHK,1222.0,2,63.0,2,5155.482815
2425,Gottigere,3 BHK,1300.0,3,65.0,3,5000.0
2426,Gottigere,2 BHK,950.0,2,38.0,2,4000.0
2427,Gottigere,2 BHK,1153.0,2,48.5,2,4206.41804
2428,Gottigere,1 Bedroom,812.0,1,26.0,1,3201.970443
2430,Gottigere,3 BHK,1460.0,2,65.0,3,4452.054795
2431,Gottigere,3 BHK,1500.0,3,70.0,3,4666.666667
2432,Gottigere,3 BHK,1621.0,3,72.0,3,4441.702653
2433,Gottigere,1 Bedroom,812.0,1,26.0,1,3201.970443
2434,Gottigere,2 BHK,990.0,2,40.0,2,4040.40404
2435,Gottigere,2 BHK,1235.0,2,63.0,2,5101.214575
2436,Gottigere,3 BHK,1385.0,3,64.0,3,4620.938628
2437,Gottigere,2 BHK,1000.0,2,35.0,2,3500.0
2438,Gottigere,2 BHK,1010.0,2,35.0,2,3465.346535
2441,Gottigere,3 BHK,1435.0,2,62.0,3,4320.557491
2442,Gottigere,2 BHK,945.0,2,45.0,2,4761.904762
2444,Gottigere,4 Bedroom,2500.0,3,120.0,4,4800.0
2445,Gottigere,3 BHK,1230.0,2,52.0,3,4227.642276
2446,Gottigere,2 BHK,1120.0,2,50.0,2,4464.285714
2447,Gottigere,3 BHK,1500.0,3,63.0,3,4200.0
2448,Gottigere,2 BHK,1200.0,2,40.0,2,3333.333333
2449,Gottigere,2 BHK,1280.0,2,61.0,2,4765.625
2450,Gottigere,2 BHK,1205.0,2,56.58,2,4695.435685
2451,Gottigere,2 BHK,1170.0,2,40.0,2,3418.803419
2452,Gottigere,4 Bedroom,3000.0,3,132.0,4,4400.0
2453,Gottigere,3 BHK,1613.0,3,72.0,3,4463.732176
2454,Gottigere,2 BHK,1110.0,2,36.25,2,3265.765766
2455,Gottigere,2 BHK,1245.0,2,59.0,2,4738.955823
2456,Gottigere,2 BHK,1200.0,2,50.0,2,4166.666667
2457,Green Glen Layout,3 BHK,1670.0,3,120.0,3,7185.628743
2458,Green Glen Layout,4 BHK,3250.0,4,230.0,4,7076.923077
2459,Green Glen Layout,3 BHK,1776.42,3,105.0,3,5910.764346
2460,Green Glen Layout,4 BHK,3250.0,4,230.0,4,7076.923077
2461,Green Glen Layout,2 BHK,940.0,2,56.8,2,6042.553191
2462,Green Glen Layout,2 BHK,1075.0,2,60.0,2,5581.395349
2463,Green Glen Layout,3 BHK,1715.0,3,115.0,3,6705.539359
2464,Green Glen Layout,3 BHK,1751.0,2,115.0,3,6567.675614
2465,Green Glen Layout,3 BHK,1750.0,3,130.0,3,7428.571429
2466,Green Glen Layout,3 BHK,1530.0,3,105.0,3,6862.745098
2467,Green Glen Layout,3 BHK,1752.0,3,105.0,3,5993.150685
2468,Green Glen Layout,3 BHK,1680.0,4,95.0,3,5654.761905
2469,Green Glen Layout,3 BHK,1728.0,3,125.0,3,7233.796296
2470,Green Glen Layout,3 BHK,1645.0,3,110.0,3,6686.930091
2471,Green Glen Layout,3 BHK,1517.0,3,100.0,3,6591.957811
2472,Green Glen Layout,4 BHK,3150.0,4,218.0,4,6920.634921
2474,Green Glen Layout,3 BHK,1750.0,3,120.0,3,6857.142857
2475,Green Glen Layout,3 BHK,1751.0,3,115.0,3,6567.675614
2476,Green Glen Layout,3 BHK,1750.0,3,105.0,3,6000.0
2477,Green Glen Layout,3 BHK,1885.0,3,135.0,3,7161.803714
2478,Green Glen Layout,3 BHK,1715.0,3,120.0,3,6997.084548
2479,Green Glen Layout,3 BHK,1623.29,2,105.0,3,6468.345151
2480,Green Glen Layout,3 BHK,1715.0,3,115.0,3,6705.539359
2481,Green Glen Layout,3 BHK,1715.0,3,105.0,3,6122.44898
2482,Green Glen Layout,3 BHK,1600.0,3,105.0,3,6562.5
2483,Green Glen Layout,3 BHK,1717.0,3,125.0,3,7280.139779
2484,Green Glen Layout,2 BHK,1250.0,2,75.0,2,6000.0
2485,Green Glen Layout,3 BHK,1715.0,3,112.0,3,6530.612245
2486,Gubbalala,3 BHK,1470.0,2,82.0,3,5578.231293
2487,Gubbalala,3 BHK,1745.0,3,104.0,3,5959.885387
2488,Gubbalala,3 BHK,1745.0,3,115.0,3,6590.25788
2489,Gubbalala,3 BHK,1745.0,3,110.0,3,6303.724928
2490,Gubbalala,3 BHK,1650.0,3,71.0,3,4303.030303
2491,Gubbalala,5 BHK,2570.0,4,141.0,5,5486.381323
2492,Gubbalala,2 BHK,1205.0,2,70.0,2,5809.128631
2493,Gubbalala,3 BHK,1435.0,2,80.0,3,5574.912892
2494,Gubbalala,2 BHK,1475.0,2,80.0,2,5423.728814
2496,Gubbalala,2 BHK,1100.0,2,49.5,2,4500.0
2497,Gubbalala,2 BHK,1060.0,2,46.0,2,4339.622642
2498,Gubbalala,3 BHK,2000.0,3,125.0,3,6250.0
2500,Gunjur,2 BHK,1140.0,2,43.0,2,3771.929825
2501,Gunjur,3 BHK,1356.0,2,66.0,3,4867.256637
2502,Gunjur,3 BHK,1600.0,3,75.0,3,4687.5
2503,Gunjur,4 Bedroom,2000.0,3,95.0,4,4750.0
2504,Gunjur,2 BHK,1140.0,2,49.11,2,4307.894737
2505,Gunjur,2 BHK,1195.0,2,44.0,2,3682.008368
2506,Gunjur,2 BHK,1190.0,2,40.0,2,3361.344538
2507,Gunjur,2 BHK,1457.0,2,60.0,2,4118.050789
2508,Gunjur,2 BHK,1080.0,2,41.0,2,3796.296296
2511,Gunjur,2 BHK,1175.0,2,43.48,2,3700.425532
2512,Gunjur,3 BHK,1362.0,3,62.63,3,4598.384728
2513,Gunjur,2 BHK,1071.0,2,51.0,2,4761.904762
2514,Gunjur,2 BHK,1063.0,2,40.0,2,3762.935089
2515,Gunjur,2 BHK,1235.0,2,52.76,2,4272.064777
2516,Gunjur,3 BHK,1362.0,3,62.63,3,4598.384728
2517,Gunjur,3 BHK,1362.0,3,62.63,3,4598.384728
2518,Gunjur,3 BHK,1588.0,2,90.0,3,5667.506297
2519,Gunjur,2 BHK,1235.0,2,44.5,2,3603.238866
2520,Gunjur,2 BHK,1457.0,2,60.0,2,4118.050789
2521,HAL 2nd Stage,3 BHK,1490.0,2,300.0,3,20134.22819
2522,HAL 2nd Stage,2 Bedroom,600.0,3,145.0,2,24166.66667
2523,HAL 2nd Stage,3 Bedroom,2700.0,3,500.0,3,18518.51852
2524,HAL 2nd Stage,5 Bedroom,2040.0,4,500.0,5,24509.80392
2525,HBR Layout,3 BHK,2800.0,2,200.0,3,7142.857143
2526,HBR Layout,3 BHK,1722.0,3,95.0,3,5516.840883
2527,HBR Layout,4 Bedroom,1200.0,4,120.0,4,10000.0
2528,HBR Layout,2 BHK,1200.0,2,60.0,2,5000.0
2529,HBR Layout,2 BHK,1004.0,2,49.0,2,4880.478088
2530,HBR Layout,3 BHK,1783.0,3,125.0,3,7010.656197
2531,HBR Layout,3 BHK,1656.0,3,90.0,3,5434.782609
2532,HBR Layout,2 BHK,1089.0,2,60.0,2,5509.641873
2533,HBR Layout,3 BHK,1700.0,3,110.0,3,6470.588235
2534,HBR Layout,2 BHK,1198.0,2,65.0,2,5425.709516
2535,HBR Layout,4 Bedroom,1200.0,4,115.0,4,9583.333333
2536,HBR Layout,2 Bedroom,1200.0,2,120.0,2,10000.0
2537,HBR Layout,3 BHK,1832.0,3,160.0,3,8733.624454
2538,HRBR Layout,2 BHK,1374.0,2,95.0,2,6914.11936
2539,HRBR Layout,2 BHK,1440.0,2,98.0,2,6805.555556
2541,HRBR Layout,3 BHK,2800.0,3,250.0,3,8928.571429
2542,HRBR Layout,2 BHK,1210.0,2,75.0,2,6198.347107
